"","Year","State","Fiscal.Policy","Regulatory.Policy","Personal.Freedom","Economic.Freedom","Overall.Freedom","unemployment","beer","wine","church","solutioncenter","emogirls","ifate","videotube","blackcelebrity","64bit","submityour","pogoscrabble","failblog","watchfullepisodesof","pregnancy","gigispice","jobsin","anxiety","datingapp","onlinedating","chink","racism","nigger","goodbooks","onlineclass","eventsnearme","jokes","football","religion","wheretovote","onlinedating"
"49",2004,"Wisconsin",-0.098377815,0.098066507,-0.118393326,-0.000311308,-0.118704634,5,1.53,0.3,37.25,0,0,0,0,8.58333333333333,14.9166666666667,2.75,0,0,0,46.9166666666667,0,23.5,26.25,0,8.75,2.41666666666667,8.16666666666667,13.8333333333333,8.25,4.33333333333333,0,42,8.08333333333333,28.1666666666667,11.8333333333333,8.83333333333333
"50",2004,"Wyoming",-0.156971176,0.199460475,-0.054212379,0.042489299,-0.011723081,3.8,1.42,0.24,33.25,0,0,0,0,0,18.9166666666667,0,0,0,0,54.4166666666667,0,31.25,21.1730769230769,0,23.1602564102564,0,11.3397435897436,8.16666666666667,5.12820512820513,19.8333333333333,0,50,7.41666666666667,43.8974358974359,7.08333333333333,18.1217948717949
"51",2005,"Alabama",0.075022558,0.105683668,-0.167998147,0.180706226,0.012708079,4.5,1.18,0.2,79.3012820512821,0,1.75,0,0,8.41666666666667,15.5833333333333,3.16666666666667,0,0,0,54.5833333333333,0,32,20.1666666666667,0,8.83333333333333,0,7.33333333333333,18.9166666666667,6.08333333333333,6.25,0,39.8333333333333,15.5576923076923,30.3333333333333,0,8.83333333333333
"52",2005,"Alaska",-0.265730861,0.077580106,0.034588373,-0.188150755,-0.153562382,6.9,1.23,0.43,28.9166666666667,0,0,0,0,0,25.5833333333333,0,0,0,0,53.75,0,27.5,20.6666666666667,0,15.3333333333333,6.16666666666667,7,18,4.5,13.0833333333333,0,48.6666666666667,4.66666666666667,38.9166666666667,0,13.5833333333333
"53",2005,"Arizona",0.025957909,0.190931675,-0.035809864,0.216889584,0.181079719,4.7,1.35,0.4,39.9166666666667,8.25,3.08333333333333,0,0.916666666666667,3.25,18.5,6.16666666666667,0,0,0,49,0,22.6666666666667,20.75,0,9.25,0.833333333333333,5.41666666666667,12.5,6,4.5,0,37.25,6.66666666666667,34.4166666666667,0.583333333333333,9.25
"54",2005,"Arkansas",-0.061756684,0.106277531,-0.070852997,0.044520846,-0.02633215,5.2,1.03,0.15,69.0833333333333,0,0,0,0,0,20.8333333333333,4.83333333333333,0,0,0,60,0,25.9166666666667,21.75,0,17.9166666666667,0,6.25,24.8333333333333,11.25,9.75,0,52.8333333333333,9.16666666666667,31.6666666666667,0.916666666666667,18
"55",2005,"California",-0.146870923,-0.282362557,0.004951126,-0.429233479,-0.424282353,5.4,1.03,0.54,34.4166666666667,5.16666666666667,1.25,0,0,4,11.3333333333333,3.41666666666667,0,0,0,48.5,0.916666666666667,17.8333333333333,18.6666666666667,0,8.25,2.08333333333333,18.5,11.3333333333333,7.58333333333333,5.58333333333333,0,28,5.41666666666667,33.5,0,9.16666666666667
"56",2005,"Colorado",0.127422759,0.105135629,0.058365462,0.232558388,0.290923849,5,1.31,0.42,46.75,0,0.416666666666667,0,0.666666666666667,4.5,11.9166666666667,3.91666666666667,0,0,0,57.0833333333333,0,26.1666666666667,20.5833333333333,0,9.08333333333333,2.25,14.3333333333333,10.0833333333333,9.91666666666667,5.41666666666667,0,30.6666666666667,7.16666666666667,32.9166666666667,0.666666666666667,10
"57",2005,"Connecticut",0.063582605,-0.078507994,-0.029624354,-0.014925389,-0.044549743,4.9,0.9,0.54,31.8333333333333,0,1.83333333333333,0,0,9,9.25,1.83333333333333,0,0,0,54.6666666666667,0,22.5833333333333,24.0833333333333,0,9.91666666666667,3.08333333333333,18.6666666666667,14.9166666666667,9.66666666666667,2.25,0,30.1666666666667,6.08333333333333,39,0.25,10.5
"58",2005,"Delaware",-0.103138362,0.045562787,-0.032804758,-0.057575576,-0.090380334,4.1,1.42,0.58,33.9166666666667,0,0,0,0,0,14,0,0,0,0,66.3333333333333,0,20.6666666666667,24.4166666666667,0,7.5,4.91666666666667,16.5,23.4166666666667,4.08333333333333,2.33333333333333,0,34.1666666666667,8.66666666666667,30.8333333333333,1.41666666666667,17.5
"59",2005,"Florida",0.21788484,0.06252279,0.008965384,0.28040763,0.289373015,3.7,1.33,0.46,41.0833333333333,3,1.16666666666667,0,0.666666666666667,6.75,15.6666666666667,5.08333333333333,0,0,0,46.0833333333333,0,23,20.25,0,8.75,1.66666666666667,13.5,42.5,4,9.58333333333333,0,31.1666666666667,7.5,31.9166666666667,0.333333333333333,9
"60",2005,"Georgia",0.000730193,0.15129808,-0.140732378,0.152028274,0.011295896,5.3,1.17,0.26,66.0833333333333,10.1666666666667,2.08333333333333,0,0.75,9.25,13.9166666666667,6.75,0,0,0,54.1666666666667,0,29.3333333333333,22.6666666666667,0,10.25,1.75,12.5,35.3333333333333,5.16666666666667,6.08333333333333,0,31.6666666666667,10.25,31.75,0.416666666666667,10.4166666666667
"61",2005,"Hawaii",-0.254093986,-0.051830373,-0.068099825,-0.305924359,-0.374024184,2.9,1.3,0.45,26.5833333333333,0,0,0,2.58333333333333,0,20,0,0,0,0,52.8333333333333,0,18.25,17.0833333333333,0,9.83333333333333,2.75,15,11.5,5.66666666666667,8.16666666666667,0,35.0833333333333,7.16666666666667,44.4166666666667,0,11.6666666666667
"62",2005,"Idaho",-0.035808196,0.220963723,-0.084712041,0.185155526,0.100443485,4,1.11,0.74,36.6666666666667,0,0,0,1.5,0,27.5,0,0,0,0,42.8333333333333,0,22.0833333333333,26.1666666666667,0,12.1666666666667,5.58333333333333,33.5,25.9166666666667,5.75,19.3333333333333,0,36.6666666666667,8.25,39.75,1.34615384615385,14.25
"63",2005,"Illinois",0.053209389,-0.02216522,-0.178820801,0.031044169,-0.147776632,5.7,1.23,0.34,44.5833333333333,7.16666666666667,1.66666666666667,0,0.5,8.16666666666667,10.6666666666667,3.66666666666667,0.333333333333333,0,0,51.0833333333333,0,22.9166666666667,24.3333333333333,0,8.66666666666667,2.5,23.5,14.9166666666667,5.91666666666667,3.75,0,32.5,7.16666666666667,33.5833333333333,0.25,8.08333333333333
"64",2005,"Indiana",-0.038061084,0.159641846,0.057819092,0.121580761,0.179399853,5.5,1.11,0.22,57.9166666666667,0,2.91666666666667,0,1.58333333333333,4.66666666666667,11.9166666666667,4.5,2,0,0,54.3333333333333,0,22.6666666666667,21.5833333333333,0,9.83333333333333,1,19.75,15.5,7.66666666666667,5.58333333333333,0,40.25,9.58333333333333,44.75,0.833333333333333,9.08333333333333
"65",2005,"Iowa",-0.06834729,0.203479366,0.01224403,0.135132076,0.147376106,4.3,1.4,0.16,48.8333333333333,4.16666666666667,0,0,0,2.58333333333333,11.25,3.66666666666667,0,0,0,55.3333333333333,0,29,29.0833333333333,0,9.66666666666667,0,12.5833333333333,17.5,8,9.75,0,46.6666666666667,12.5833333333333,41,0.416666666666667,9
"66",2005,"Kansas",-0.123250341,0.223373353,-0.111388781,0.100123013,-0.011265769,5,1.14,0.18,55.0833333333333,0,0.833333333333333,0,2.25,10.5,12.4166666666667,6.66666666666667,0,0,0,51.9166666666667,0,25.25,24.1666666666667,0,12.4166666666667,2,20.9166666666667,19.75,9.25,5.75,0,40.8333333333333,10.75,37.0833333333333,0.416666666666667,11.4166666666667
"67",2005,"Kentucky",-0.083060878,0.095712912,-0.116980774,0.012652034,-0.104328741,5.9,1.04,0.14,71,0,2.25,0,0,0,21.9166666666667,5.91666666666667,0,0,0,57.6666666666667,0,28.5833333333333,26.5833333333333,0,9.25,3.41666666666667,22,23.25,15.5,6.08333333333333,0,64.6666666666667,9,45.5,0.583333333333333,8
"68",2005,"Louisiana",-0.167929789,0.049517527,-0.068329094,-0.118412262,-0.186741356,7.2,1.47,0.24,50,0,1,0,0.666666666666667,7.16666666666667,18.8333333333333,6,0,0,4.16666666666667,51.25,0,28.5833333333333,23.0833333333333,0,11.0833333333333,2.5,17.4166666666667,20.1666666666667,5.75,4.16666666666667,0,44.4166666666667,10.4166666666667,35.3333333333333,0,11.5833333333333
"69",2005,"Maine",-0.171968633,-0.125958149,0.196044854,-0.297926782,-0.101881927,4.9,1.34,0.41,30.4166666666667,0,0,0,0,0,16.9166666666667,0,0,0,0,49.1666666666667,0,48.4166666666667,30.6666666666667,0,9.83333333333333,0,15.0833333333333,12.9166666666667,14.1666666666667,1.91666666666667,0,49.0833333333333,4.5,40.9166666666667,2.08333333333333,7.75
